ST15-JU_,ST15,JU,,,FALSE,18239,174,3185,361736,52618
ST10-BE_,ST10,BE,,VS,FALSE,32373,1164,13803,1654592,49495
ST04-NE_,ST04,NE,,,FALSE,11523,481,5314,633327,34501
ST01-SZ_,ST01,SZ,,,FALSE,6104,26,1144,137280,6976
ST14-AR_,ST14,AR,,,FALSE,10279,194,2753,324825,24679
ST13-SZ_,ST13,SZ,,,FALSE,12013,87,2277,272496,17993
ST04-BL_,ST04,BL,,,FALSE,6263,173,2084,244845,35457
ST11-GE_,ST11,GE,,,FALSE,7062,16,1081,129711,81220
ST06-BE_,ST06,BE,,VS,FALSE,26609,1100,12372,1482933,46459
ST06-NW_,ST06,NW,,OW,FALSE,10443,100,1992,237337,19593
ST10-AR_,ST10,AR,,,FALSE,11720,549,6014,721740,17604
ST05-ZG_,ST05,ZG,,,FALSE,2141,0,313,37559,3871
ST05-NW_,ST05,NW,,OW,FALSE,8543,104,1762,209781,18646
ST04-GE_,ST04,GE,,,FALSE,4352,8,687,82463,6623
ST05-BS_,ST05,BS,,,FALSE,3262,16,610,73159,48796
ST12-NW_,ST12,NW,,,FALSE,10795,10,1556,186705,19523
ST07-TG_,ST07,TG,,,FALSE,7767,14,1245,149365,12191
ST09-ZG_,ST09,ZG,,,FALSE,3134,3,506,60691,5077
ST09-AG_,ST09,AG,,,FALSE,5684,41,1033,120549,12120
ST05-GR_,ST05,GR,,,FALSE,12704,356,4253,507022,25331
ST04-FR_,ST04,FR,,,FALSE,5008,39,961,115148,26724
ST10-OW_,ST10,OW,,,FALSE,29895,1548,16501,1979330,48942
ST13-GR_,ST13,GR,,,FALSE,28167,620,7636,910071,54814
ST04-SZ_,ST04,SZ,,,FALSE,9311,602,6126,730407,28616
ST11-VD_,ST11,VD,,,FALSE,16304,526,6273,749168,26030
ST06-UR_,ST06,UR,,SZ-LU,FALSE,89364,1578,23439,2782002,201129
ST10-SH_,ST10,SH,,ZH,TRUE,6177,1,855,101806,15794
ST06-SG_,ST06,SG,,,FALSE,2528,130,1311,157275,4717
ST14-TG_,ST14,TG,,,FALSE,14391,14,2068,246736,23487
ST02-GL_,ST02,GL,,,FALSE,22742,528,7267,871779,31764
ST07-NE_,ST07,NE,,,FALSE,15328,464,5752,685959,36663
ST09-BL_,ST09,BL,,,FALSE,9973,162,2651,318151,35590
ST06-GE_,ST06,GE,,,FALSE,6893,4,1115,133806,34121
ST15-BL_,ST15,BL,,SO,FALSE,16764,350,4870,581082,53875
ST12-ZH_,ST12,ZH,,,FALSE,9430,56,1568,182472,28047
ST01-LU_,ST01,LU,,,FALSE,3950,3,634,76065,7616
ST07-VD_,ST07,VD,,,FALSE,7586,58,1520,181687,12439
ST08-AG_,ST08,AG,,,FALSE,4939,15,726,83708,11226
ST01-GE_,ST01,GE,,,FALSE,1344,0,157,18783,5470
ST06-JU_,ST06,JU,,,FALSE,12654,340,4210,491001,34235
ST06-SO_,ST06,SO,,,FALSE,11073,61,2114,253754,19272
ST01-ZH_,ST01,ZH,,,FALSE,2084,2,330,39628,12020
ST15-AG_,ST15,AG,,LU,FALSE,8080,32,1421,170477,10845
ST08-GR_,ST08,GR,,,FALSE,20176,539,5942,706853,43457
ST02-ZH_,ST02,ZH,,,FALSE,3211,4,509,61107,11657
ST09-JU_,ST09,JU,,,FALSE,16717,389,5117,599804,37286
ST15-GR_,ST15,GR,,,FALSE,29974,617,7875,938852,56839
ST06-VD_,ST06,VD,,,FALSE,8858,319,3694,440317,16396
ST01-GR_,ST01,GR,,,FALSE,704,25,239,28639,19182
ST05-GL_,ST05,GL,,,FALSE,15364,507,6132,735921,20983
ST02-TG_,ST02,TG,,,FALSE,2423,4,392,47051,7033
ST10-ZH_,ST10,ZH,,,FALSE,6999,15,1193,143226,15889
ST10-NE_,ST10,NE,,,FALSE,17730,225,4189,499775,36468
ST01-JU_,ST01,JU,,,FALSE,1695,6,192,21276,5284
ST12-FR_,ST12,FR,,,FALSE,5391,26,932,111892,15356
ST05-TI_,ST05,TI,,GR,FALSE,32980,881,11304,1349594,79292
ST02-NE_,ST02,NE,,,FALSE,12280,480,5452,649908,33200
ST15-AR_,ST15,AR,,,FALSE,13126,512,5956,714710,18470
ST08-TI_,ST08,TI,,GR,FALSE,26591,878,10453,1248853,68115
ST10-FR_,ST10,FR,,,FALSE,5259,58,1132,135897,22786
ST10-TG_,ST10,TG,,,FALSE,14060,225,3490,411224,28574
ST09-GL_,ST09,GL,,,FALSE,26171,521,7655,918314,34734
ST06-VS_,ST06,VS,,,FALSE,24440,1132,12258,1457788,49132
ST01-BS_,ST01,BS,,,FALSE,1202,3,166,19907,11636
ST02-JU_,ST02,JU,,,FALSE,12490,349,4130,481414,37750
ST08-AR_,ST08,AR,,,FALSE,8664,184,2456,289810,21806
ST09-BE_,ST09,BE,,VS,FALSE,30740,1139,13345,1599628,47439
ST03-SO_,ST03,SO,,,FALSE,9176,106,2099,251907,22199
ST11-FR_,ST11,FR,,,FALSE,7119,44,1286,151808,20738
ST03-AR_,ST03,AR,,,FALSE,8651,345,3906,468794,13350
ST05-OW_,ST05,OW,,,FALSE,57243,2178,24451,2909067,116538
ST02-SH_,ST02,SH,,,FALSE,1625,15,254,30325,10705
ST07-AI_,ST07,AI,,,FALSE,9680,79,1881,223861,16067
ST12-NE_,ST12,NE,,,FALSE,17083,239,4309,516713,32644
ST06-GR_,ST06,GR,,,FALSE,9568,63,1758,210663,12091
ST06-TG_,ST06,TG,,,FALSE,7177,31,1255,150578,12954
ST03-UR_,ST03,UR,,SZ-LU,FALSE,85945,1576,22897,2716977,196178
ST02-GE_,ST02,GE,,,FALSE,2598,2,384,46062,6770
ST05-VS_,ST05,VS,,,FALSE,17890,1141,11791,1414913,25834
ST07-GR_,ST07,GR,,,FALSE,21947,589,7310,862576,48593
ST13-GL_,ST13,GL,,GR,FALSE,122295,1584,28297,3376896,228613
ST15-ZG_,ST15,ZG,,,FALSE,5616,9,937,112409,8721
ST09-SO_,ST09,SO,,,FALSE,12864,70,2411,289294,23307
ST13-UR_,ST13,UR,,,FALSE,19329,454,6376,760191,42959
ST10-AI_,ST10,AI,,,FALSE,11612,83,2185,259522,18801
ST01-ZG_,ST01,ZG,,,FALSE,320,0,44,5282,1756
ST15-BS_,ST15,BS,,,FALSE,14659,50,2428,291361,19060
ST12-SO_,ST12,SO,,,FALSE,15710,35,2522,302621,23315
ST09-LU_,ST09,LU,,AG,FALSE,13962,204,3386,398390,41774
ST03-GL_,ST03,GL,,,FALSE,19140,528,6761,811367,25539
ST13-ZG_,ST13,ZG,,,FALSE,3994,2,622,74673,5099
ST11-AI_,ST11,AI,,,FALSE,12730,106,2511,298614,19962
ST08-OW_,ST08,OW,,,FALSE,37781,1577,17522,2092013,64515
ST05-ZH_,ST05,ZH,,,FALSE,9181,25,1288,150372,40877
ST08-UR_,ST08,UR,,SZ-LU,FALSE,61552,743,14252,1698998,137361
ST11-TG_,ST11,TG,,,FALSE,14703,159,3114,370137,26765
ST01-SO_,ST01,SO,,,FALSE,4146,29,823,98801,11364
ST03-SZ_,ST03,SZ,,,FALSE,12401,600,6621,789750,20601
ST09-UR_,ST09,UR,,,FALSE,21974,451,6630,790735,59792
ST08-JU_,ST08,JU,,,FALSE,15041,366,4761,557111,35920
