GE-GL_,GE,GL,,AG-SZ-ZH-FR-SO-VD-ZG,FALSE,350536,2248,68998,8270112,437465
LU-AG_,LU,AG,,,FALSE,16643,211,3767,447350,32347
TI-SZ_,TI,SZ,,GL-GR,FALSE,179986,1846,37234,4400865,368313
NE-OW_,NE,OW,,SO-LU,FALSE,210881,2733,50979,6085406,323210
GE-JU_,GE,JU,,VD-NE,FALSE,181596,1672,38620,4603682,268439
TI-LU_,TI,LU,,SZ-UR-GR-ZG,FALSE,162114,2347,36799,4325872,421074
BS-AR_,BS,AR,,TG-AG-ZH-SH,FALSE,179954,1310,37167,4453569,223232
SH-OW_,SH,OW,,ZH-LU-ZG,FALSE,143828,2397,39183,4695283,196100
GE-BL_,GE,BL,,FR-SO-VD,FALSE,219642,1196,41898,5022908,300733
NE-GR_,NE,GR,,AG-SZ-ZH-GL-SO,FALSE,335290,2145,64431,7674955,509954
BE-FR_,BE,FR,,,FALSE,133736,798,22941,2679354,285892
AG-GL_,AG,GL,,SZ-ZH-LU-ZG,FALSE,118534,1234,26622,3187692,158793
AR-GR_,AR,GR,,AI,FALSE,113494,971,22750,2708549,186399
BL-AI_,BL,AI,,TG-AG-ZH-SO-AR,FALSE,159839,1406,33274,3984278,230945
JU-BS_,JU,BS,,,FALSE,61543,611,12932,1545595,98125
BL-ZG_,BL,ZG,,AG-ZH-SO,FALSE,68742,527,13812,1643478,123320
SG-AI_,SG,AI,,AR,FALSE,23619,302,5491,657549,35580
TG-AG_,TG,AG,,ZH-LU,FALSE,105103,953,21840,2618208,146438
NW-GE_,NW,GE,,FR-SO-VD-LU,FALSE,260847,1329,48267,5771294,328643
JU-LU_,JU,LU,,AG-SO,FALSE,107514,1095,23197,2762514,163634
BS-LU_,BS,LU,,AG-SO,FALSE,74793,637,15743,1882732,108333
GR-AI_,GR,AI,,,FALSE,111443,1051,23548,2812781,163761
GL-VD_,GL,VD,,AG-SZ-ZH-SO-ZG-NE,FALSE,301495,1851,58250,6967436,399272
VD-AI_,VD,AI,,TG-AG-ZH-SO-AR-NE,FALSE,311283,1731,58503,6998938,410565
OW-ZG_,OW,ZG,,LU,FALSE,69441,303,10664,1221451,168627
BE-SG_,BE,SG,,TG-ZH-OW-LU-ZG,FALSE,225080,1920,44285,5213905,422319
UR-JU_,UR,JU,,AG-SO-LU,FALSE,160766,1449,33329,3951027,268149
FR-EN_,FR,EN,,,FALSE,11274,43,1941,232904,29561
BE-AR_,BE,AR,,TG-ZH-OW-LU-ZG,FALSE,238680,2221,48475,5706761,446708
FR-BS_,FR,BS,,SO,FALSE,108238,486,19087,2283600,155681
GE-GR_,GE,GR,,VS-UR-VD,FALSE,352087,3410,77354,9186365,538245
BL-SH_,BL,SH,,AG-ZH-SO,FALSE,102497,570,18983,2271719,159222
BL-GR_,BL,GR,,AG-SZ-ZH-GL-SO,FALSE,218575,1850,44520,5323231,349833
BS-VD_,BS,VD,,SO-NE,FALSE,186772,1597,40148,4811202,245320
BE-JU_,BE,JU,,,FALSE,207604,1761,40325,4736843,412738
JU-FR_,JU,FR,,,FALSE,95847,1269,22583,2683946,167058
TG-FR_,TG,FR,,AG-ZH-SO,FALSE,194431,1152,37247,4465977,255052
SG-ZG_,SG,ZG,,TG-ZH,FALSE,111811,574,19951,2389045,150556
AG-ZG_,AG,ZG,,LU,FALSE,35582,198,6665,798651,48046
GR-JU_,GR,JU,,AG-SZ-ZH-GL-SO,FALSE,284878,2193,56971,6776901,442774
SZ-BS_,SZ,BS,,AG-ZH,FALSE,122341,428,20502,2454133,166559
TG-SZ_,TG,SZ,,ZH,FALSE,83189,1243,21425,2563499,117825
UR-NE_,UR,NE,,SO-LU,FALSE,200796,1819,42869,5109881,300159
NE-JU_,NE,JU,,,FALSE,75911,568,14234,1680504,147717
TI-GL_,TI,GL,,GR,FALSE,176233,1811,36085,4277988,358556
VS-NW_,VS,NW,,OW,FALSE,107232,1712,24974,2861952,316988
SO-SG_,SO,SG,,TG-AG-ZH,FALSE,166671,1109,32824,3934153,213206
GE-FR_,GE,FR,,VD,FALSE,145478,916,28283,3391808,193078
GL-AG_,GL,AG,,SZ-ZH-LU-ZG,FALSE,118844,604,20989,2504115,172859
BL-AR_,BL,AR,,TG-AG-ZH-SO,FALSE,161112,1498,34317,4101318,236464
SG-AR_,SG,AR,,,FALSE,15022,384,4845,573840,31418
AI-BE_,AI,BE,,SZ-ZH-OW-AR-LU-ZG,FALSE,212347,3929,59093,7028526,356460
GR-UR_,GR,UR,,SZ-ZH-GL-LU-ZG,FALSE,202594,1991,43058,5121812,337085
SG-SH_,SG,SH,,TG-ZH,FALSE,80318,290,13387,1600969,107412
AG-AI_,AG,AI,,TG-ZH-AR,FALSE,142775,1216,29733,3563291,181207
JU-AG_,JU,AG,,SO,FALSE,107236,1243,24024,2853608,171771
ZG-AG_,ZG,AG,,LU,FALSE,35979,193,6790,814916,43684
SZ-SO_,SZ,SO,,ZH-LU-ZG,FALSE,118397,559,20519,2458738,157745
SH-LU_,SH,LU,,AG-ZH,FALSE,106103,853,21669,2598201,141173
UR-VD_,UR,VD,,FR-SO-LU,FALSE,237645,1806,48247,5754415,325712
ZG-BE_,ZG,BE,,OW-LU,FALSE,115102,2982,39173,4669595,194259
GE-ZG_,GE,ZG,,FR-SO-VD-LU,FALSE,263406,1369,49164,5893871,329205
BE-SH_,BE,SH,,ZH-OW-LU-ZG,FALSE,189562,1561,36016,4217814,386732
NW-JU_,NW,JU,,AG-SO-LU,FALSE,140433,1307,29587,3519913,216194
VS-NE_,VS,NE,,VD,FALSE,274217,1904,52925,6261741,461075
GL-ZH_,GL,ZH,,SZ,FALSE,80911,347,13416,1599230,128372
OW-GE_,OW,GE,,FR-SO-VD-LU,FALSE,292836,1443,52045,6165141,442058
ZH-SZ_,ZH,SZ,,,FALSE,37844,716,11225,1342325,59346
ZG-TG_,ZG,TG,,ZH,FALSE,92694,599,17698,2121908,123304
